crab,sex,cl_mm,time,x,y,lat,lon,accel,temperature_c,conductivity_ms_cm
A69-9006-7795,F,124.00,2020-02-26T10:11:05Z,457.694,419.241,-32.748,152.054,0.842,24.71,44.613
A69-9006-7795,F,124.00,2020-02-26T10:07:56Z,455.043,420.782,-32.748,152.054,0.041,24.71,44.613
A69-9006-7795,F,124.00,2020-02-26T10:05:05Z,458.513,419.435,-32.748,152.054,0.326,24.71,44.613
A69-9006-7795,F,124.00,2020-02-26T10:02:21Z,458.146,418.951,-32.748,152.054,2.364,24.71,44.613
A69-9006-7796,M,125.00,2020-02-26T09:59:05Z,429.951,434.898,-32.748,152.054,0.435,24.52,44.288
A69-9006-7795,F,124.00,2020-02-26T09:57:04Z,456.829,419.953,-32.748,152.054,0.068,24.52,44.288
A69-9006-7795,F,124.00,2020-02-26T09:54:29Z,459.193,419.579,-32.748,152.054,1.644,24.52,44.288
A69-9006-7796,M,125.00,2020-02-26T09:50:40Z,429.14,429.629,-32.748,152.054,0.557,24.52,44.288
A69-9006-7795,F,124.00,2020-02-26T09:49:16Z,459.31,418.548,-32.748,152.054,1.386,24.52,44.288
A69-9006-7795,F,124.00,2020-02-26T09:35:59Z,458.072,419.492,-32.748,152.054,0.163,24.52,44.288
A69-9006-7796,M,125.00,2020-02-26T09:32:05Z,429.139,420.671,-32.748,152.054,0.598,24.52,44.288
A69-9006-7796,M,125.00,2020-02-26T09:28:34Z,428.404,418.127,-32.748,152.054,1.046,24.52,44.288
A69-9006-7796,M,125.00,2020-02-26T09:17:56Z,428.77,417.382,-32.748,152.054,1.182,24.52,44.288
A69-9006-7795,F,124.00,2020-02-26T09:15:31Z,457.809,419.582,-32.748,152.054,0.054,24.52,44.288
A69-9006-7796,M,125.00,2020-02-26T09:14:51Z,426.724,418.912,-32.748,152.054,1.25,24.52,44.288
A69-9006-7795,F,124.00,2020-02-26T09:12:29Z,457.141,419.827,-32.748,152.054,0.041,24.52,44.288
A69-9006-7796,M,125.00,2020-02-26T09:12:04Z,428.292,418.224,-32.748,152.054,0.815,24.52,44.288
A69-9006-7795,F,124.00,2020-02-26T09:09:11Z,457.343,419.813,-32.748,152.054,0.054,24.52,44.288
A69-9006-7795,F,124.00,2020-02-26T09:05:44Z,457.394,420.052,-32.748,152.054,0.054,24.52,44.288
A69-9006-7795,F,124.00,2020-02-26T09:02:44Z,457.949,419.219,-32.748,152.054,0.054,24.52,44.288
A69-9006-7796,M,125.00,2020-02-26T09:01:59Z,427.244,413.026,-32.748,152.054,0.747,24.52,44.288
A69-9006-7795,F,124.00,2020-02-26T08:59:57Z,457.396,419.965,-32.748,152.054,0.041,24.42,44.034
A69-9006-7796,M,125.00,2020-02-26T08:58:28Z,469.251,398.888,-32.748,152.054,0.652,24.42,44.034
A69-9006-7795,F,124.00,2020-02-26T08:54:37Z,457.961,419.415,-32.748,152.054,0.041,24.42,44.034
A69-9006-7796,M,125.00,2020-02-26T08:52:35Z,430.51,410.171,-32.748,152.054,0.095,24.42,44.034
A69-9006-7795,F,124.00,2020-02-26T08:52:02Z,457.398,419.947,-32.748,152.054,0.068,24.42,44.034
A69-9006-7796,M,125.00,2020-02-26T08:49:52Z,430.281,409.759,-32.748,152.054,0.204,24.42,44.034
A69-9006-7795,F,124.00,2020-02-26T08:48:58Z,457.941,420.447,-32.748,152.054,0.054,24.42,44.034
A69-9006-7796,M,125.00,2020-02-26T08:44:38Z,423.38,407.872,-32.748,152.054,0.584,24.42,44.034
A69-9006-7795,F,124.00,2020-02-26T08:35:54Z,457.922,420.212,-32.748,152.054,2.555,24.42,44.034
A69-9006-7795,F,124.00,2020-02-26T08:33:00Z,455.175,420.72,-32.748,152.054,2.16,24.42,44.034
A69-9006-7795,F,124.00,2020-02-26T08:24:58Z,457.086,420.048,-32.748,152.054,3.003,24.42,44.034
A69-9006-7795,F,124.00,2020-02-26T08:21:52Z,457.307,420.153,-32.748,152.054,1.454,24.42,44.034
A69-9006-7795,F,124.00,2020-02-26T08:19:01Z,457.12,420.133,-32.748,152.054,2.242,24.42,44.034
A69-9006-7795,F,124.00,2020-02-26T08:10:35Z,456.615,419.611,-32.748,152.054,1.916,24.42,44.034
A69-9006-7795,F,124.00,2020-02-26T08:07:44Z,458.099,420.187,-32.748,152.054,1.821,24.42,44.034
A69-9006-7795,F,124.00,2020-02-26T08:05:01Z,457.278,419.919,-32.748,152.054,0.978,24.42,44.034
A69-9006-7795,F,124.00,2020-02-26T08:01:52Z,456.45,419.985,-32.748,152.054,0.258,24.42,44.034
A69-9006-7795,F,124.00,2020-02-26T07:55:47Z,456.79,419.48,-32.748,152.054,0.136,24.3,43.063
A69-9006-7795,F,124.00,2020-02-26T07:52:53Z,456.541,419.511,-32.748,152.054,0.163,24.3,43.063
A69-9006-7795,F,124.00,2020-02-26T07:49:40Z,456.79,419.586,-32.748,152.054,0.489,24.3,43.063
A69-9006-7795,F,124.00,2020-02-26T07:33:33Z,457.283,419.352,-32.748,152.054,0.53,24.3,43.063
A69-9006-7795,F,124.00,2020-02-26T07:30:47Z,457.406,419.35,-32.748,152.054,0.082,24.3,43.063
A69-9006-7795,F,124.00,2020-02-26T07:27:36Z,456.586,419.573,-32.748,152.054,0.095,24.3,43.063
A69-9006-7795,F,124.00,2020-02-26T07:24:43Z,455.033,418.68,-32.748,152.054,0.082,24.3,43.063
A69-9006-7795,F,124.00,2020-02-26T07:21:31Z,456.946,418.971,-32.748,152.054,0.109,24.3,43.063
A69-9006-7795,F,124.00,2020-02-26T07:18:08Z,457.569,419.158,-32.748,152.054,0.054,24.3,43.063
A69-9006-7795,F,124.00,2020-02-26T07:14:39Z,457.314,419.133,-32.748,152.054,0.054,24.3,43.063
A69-9006-7795,F,124.00,2020-02-26T07:11:37Z,457.202,418.952,-32.748,152.054,0.054,24.3,43.063
A69-9006-7795,F,124.00,2020-02-26T07:08:50Z,457.071,418.942,-32.748,152.054,0.014,24.3,43.063
A69-9006-7796,M,125.00,2020-02-26T07:06:15Z,434.839,398.157,-32.748,152.054,0.584,24.3,43.063
A69-9006-7795,F,124.00,2020-02-26T07:05:40Z,457.374,419.201,-32.748,152.054,0.054,24.3,43.063
A69-9006-7796,M,125.00,2020-02-26T07:03:19Z,439.344,405.294,-32.748,152.054,0.041,24.3,43.063
A69-9006-7795,F,124.00,2020-02-26T07:02:18Z,457.307,419.147,-32.748,152.054,0.068,24.3,43.063
A69-9006-7796,M,125.00,2020-02-26T07:00:04Z,442.179,413.714,-32.748,152.054,0.87,24.3,43.063
A69-9006-7795,F,124.00,2020-02-26T06:58:50Z,457.488,419.087,-32.748,152.054,0.082,24.21,41.306
A69-9006-7796,M,125.00,2020-02-26T06:56:40Z,438.852,415.745,-32.748,152.054,0.041,24.21,41.306
A69-9006-7796,M,125.00,2020-02-26T06:53:42Z,439.322,415.206,-32.748,152.054,0.054,24.21,41.306
A69-9006-7795,F,124.00,2020-02-26T06:51:46Z,457.522,419.114,-32.748,152.054,0.068,24.21,41.306
A69-9006-7796,M,125.00,2020-02-26T06:50:55Z,439.515,415.388,-32.748,152.054,0.054,24.21,41.306
A69-9006-7795,F,124.00,2020-02-26T06:44:42Z,457.345,419.26,-32.748,152.054,0.068,24.21,41.306
A69-9006-7796,M,125.00,2020-02-26T06:42:31Z,439.219,415.464,-32.748,152.054,0.054,24.21,41.306
A69-9006-7796,M,125.00,2020-02-26T06:39:41Z,439.205,415.591,-32.748,152.054,0.054,24.21,41.306
A69-9006-7795,F,124.00,2020-02-26T06:37:36Z,457.61,419.251,-32.748,152.054,0.258,24.21,41.306
A69-9006-7796,M,125.00,2020-02-26T06:36:58Z,439.18,415.785,-32.748,152.054,0.041,24.21,41.306
A69-9006-7796,M,125.00,2020-02-26T06:33:49Z,438.899,415.781,-32.748,152.054,0.054,24.21,41.306
A69-9006-7796,M,125.00,2020-02-26T06:30:27Z,439.285,415.729,-32.748,152.054,0.054,24.21,41.306
A69-9006-7796,M,125.00,2020-02-26T06:27:30Z,439.096,415.8,-32.748,152.054,0.054,24.21,41.306
A69-9006-7795,F,124.00,2020-02-26T06:21:14Z,456.874,419.686,-32.748,152.054,0.041,24.21,41.306
A69-9006-7796,M,125.00,2020-02-26T06:20:49Z,439.077,415.861,-32.748,152.054,0.041,24.21,41.306
A69-9006-7795,F,124.00,2020-02-26T06:18:27Z,458.076,419.551,-32.748,152.054,0.054,24.21,41.306
A69-9006-7795,F,124.00,2020-02-26T06:15:45Z,457.574,419.351,-32.748,152.054,0.068,24.21,41.306
A69-9006-7796,M,125.00,2020-02-26T06:14:34Z,438.685,416.01,-32.748,152.054,0.054,24.21,41.306
A69-9006-7795,F,124.00,2020-02-26T06:10:32Z,457.634,419.383,-32.748,152.054,0.054,24.21,41.306
A69-9006-7796,M,125.00,2020-02-26T06:08:07Z,439.075,415.93,-32.748,152.054,0.068,24.21,41.306
A69-9006-7795,F,124.00,2020-02-26T06:07:58Z,457.54,419.239,-32.748,152.054,0.054,24.21,41.306
A69-9006-7795,F,124.00,2020-02-26T06:02:50Z,457.336,419.513,-32.748,152.054,0.448,24.21,41.306
A69-9006-7796,M,125.00,2020-02-26T06:02:11Z,438.924,415.716,-32.748,152.054,0.054,24.21,41.306
A69-9006-7795,F,124.00,2020-02-26T05:59:45Z,456.961,419.665,-32.748,152.054,0.068,24.62,41.275
A69-9006-7795,F,124.00,2020-02-26T05:56:27Z,457.049,419.756,-32.748,152.054,0.082,24.62,41.275
A69-9006-7795,F,124.00,2020-02-26T05:53:00Z,457.31,419.653,-32.748,152.054,0.041,24.62,41.275
A69-9006-7795,F,124.00,2020-02-26T05:50:01Z,458.112,419.554,-32.748,152.054,0.054,24.62,41.275
A69-9006-7796,M,125.00,2020-02-26T05:49:38Z,438.627,416.337,-32.748,152.054,0.027,24.62,41.275
A69-9006-7795,F,124.00,2020-02-26T05:24:29Z,457.26,420.047,-32.748,152.054,1.046,24.62,41.275
A69-9006-7796,M,125.00,2020-02-26T05:23:27Z,438.398,416.443,-32.748,152.054,0.054,24.62,41.275
A69-9006-7795,F,124.00,2020-02-26T05:21:42Z,454.648,421.229,-32.748,152.054,0.788,24.62,41.275
A69-9006-7795,F,124.00,2020-02-26T05:19:00Z,457.167,419.462,-32.748,152.054,0.516,24.62,41.275
A69-9006-7796,M,125.00,2020-02-26T05:17:48Z,437.888,416.07,-32.748,152.054,0.027,24.62,41.275
A69-9006-7795,F,124.00,2020-02-26T05:15:53Z,457.375,418.811,-32.748,152.054,0.095,24.62,41.275
A69-9006-7796,M,125.00,2020-02-26T05:15:09Z,439.288,412.996,-32.748,152.054,0.027,24.62,41.275
A69-9006-7795,F,124.00,2020-02-26T05:12:31Z,457.432,419.176,-32.748,152.054,0.462,24.62,41.275
A69-9006-7796,M,125.00,2020-02-26T05:12:04Z,438.557,415.957,-32.748,152.054,0.027,24.62,41.275
A69-9006-7796,M,125.00,2020-02-26T05:08:43Z,439.655,412.413,-32.748,152.054,0.027,24.62,41.275
A69-9006-7795,F,124.00,2020-02-26T05:03:16Z,457.664,418.96,-32.748,152.054,0.082,24.62,41.275
A69-9006-7795,F,124.00,2020-02-26T05:00:04Z,456.428,419.682,-32.748,152.054,0.856,24.62,41.275
A69-9006-7795,F,124.00,2020-02-26T04:56:44Z,457.418,418.691,-32.748,152.054,0.91,24.67,41.807
A69-9006-7796,M,125.00,2020-02-26T04:56:18Z,438.054,416.609,-32.748,152.054,0.041,24.67,41.807
A69-9006-7796,M,125.00,2020-02-26T04:53:26Z,438.845,413.939,-32.748,152.054,0.041,24.67,41.807
A69-9006-7795,F,124.00,2020-02-26T04:53:15Z,457.524,419.679,-32.748,152.054,0.476,24.67,41.807
A69-9006-7796,M,125.00,2020-02-26T04:50:11Z,437.808,417.074,-32.748,152.054,0.041,24.67,41.807
A69-9006-7795,F,124.00,2020-02-26T04:49:42Z,457.464,419.374,-32.748,152.054,0.367,24.67,41.807
A69-9006-7796,M,125.00,2020-02-26T04:47:19Z,439.719,411.132,-32.748,152.054,0.041,24.67,41.807
A69-9006-7795,F,124.00,2020-02-26T04:46:38Z,457.239,419.262,-32.748,152.054,0.027,24.67,41.807
A69-9006-7795,F,124.00,2020-02-26T04:43:50Z,456.373,419.677,-32.748,152.054,0.068,24.67,41.807
A69-9006-7795,F,124.00,2020-02-26T04:41:09Z,457.499,419.507,-32.748,152.054,0.924,24.67,41.807
A69-9006-7796,M,125.00,2020-02-26T04:40:41Z,438.097,416.387,-32.748,152.054,0.027,24.67,41.807
A69-9006-7795,F,124.00,2020-02-26T04:38:30Z,457.509,419.796,-32.748,152.054,1.046,24.67,41.807
A69-9006-7796,M,125.00,2020-02-26T04:37:11Z,438.06,416.616,-32.748,152.054,0.027,24.67,41.807
A69-9006-7795,F,124.00,2020-02-26T04:35:23Z,457.079,419.358,-32.748,152.054,0.978,24.67,41.807
A69-9006-7795,F,124.00,2020-02-26T04:32:33Z,457.079,419.733,-32.748,152.054,0.258,24.67,41.807
A69-9006-7795,F,124.00,2020-02-26T04:29:50Z,457.834,419.723,-32.748,152.054,0.829,24.67,41.807
A69-9006-7796,M,125.00,2020-02-26T04:28:38Z,440.219,409.918,-32.748,152.054,0.041,24.67,41.807
A69-9006-7795,F,124.00,2020-02-26T04:27:13Z,457.117,419.483,-32.748,152.054,1.25,24.67,41.807
A69-9006-7795,F,124.00,2020-02-26T04:22:04Z,456.835,419.972,-32.748,152.054,2.799,24.67,41.807
A69-9006-7796,M,125.00,2020-02-26T04:19:37Z,438.326,416.061,-32.748,152.054,0.027,24.67,41.807
A69-9006-7795,F,124.00,2020-02-26T04:18:59Z,456.434,419.804,-32.748,152.054,1.169,24.67,41.807
A69-9006-7795,F,124.00,2020-02-26T04:16:08Z,457.577,419.003,-32.748,152.054,2.065,24.67,41.807
A69-9006-7795,F,124.00,2020-02-26T04:12:55Z,457.511,419.912,-32.748,152.054,2.853,24.67,41.807
A69-9006-7796,M,125.00,2020-02-26T04:10:46Z,437.389,416.724,-32.748,152.054,0.041,24.67,41.807
A69-9006-7795,F,124.00,2020-02-26T04:09:33Z,458.137,419.367,-32.748,152.054,2.758,24.67,41.807
A69-9006-7796,M,125.00,2020-02-26T04:07:24Z,437.242,417.377,-32.748,152.054,0.041,24.67,41.807
A69-9006-7795,F,124.00,2020-02-26T04:06:35Z,457.352,419.402,-32.748,152.054,1.087,24.67,41.807
A69-9006-7795,F,124.00,2020-02-26T04:03:49Z,457.427,420.154,-32.748,152.054,1.06,24.67,41.807
A69-9006-7795,F,124.00,2020-02-26T03:58:32Z,457.677,419.922,-32.748,152.054,1.114,24.73,42.698
A69-9006-7796,M,125.00,2020-02-26T03:58:16Z,437.831,416.783,-32.748,152.054,0.068,24.73,42.698
A69-9006-7795,F,124.00,2020-02-26T03:55:56Z,457.076,419.467,-32.748,152.054,1.223,24.73,42.698
A69-9006-7796,M,125.00,2020-02-26T03:55:00Z,438.268,416.763,-32.748,152.054,0.041,24.73,42.698
A69-9006-7795,F,124.00,2020-02-26T03:53:22Z,456.905,419.519,-32.748,152.054,1.603,24.73,42.698
A69-9006-7796,M,125.00,2020-02-26T03:51:36Z,438.086,416.368,-32.748,152.054,0.054,24.73,42.698
A69-9006-7796,M,125.00,2020-02-26T03:48:38Z,438.208,416.583,-32.748,152.054,0.054,24.73,42.698
A69-9006-7795,F,124.00,2020-02-26T03:46:58Z,457.832,419.449,-32.748,152.054,2.215,24.73,42.698
A69-9006-7796,M,125.00,2020-02-26T03:45:50Z,437.441,417.192,-32.748,152.054,0.054,24.73,42.698
A69-9006-7795,F,124.00,2020-02-26T03:40:48Z,456.975,419.635,-32.748,152.054,0.666,24.73,42.698
A69-9006-7796,M,125.00,2020-02-26T03:40:33Z,438.354,416.494,-32.748,152.054,0.054,24.73,42.698
A69-9006-7795,F,124.00,2020-02-26T03:37:22Z,457.46,419.165,-32.748,152.054,1.304,24.73,42.698
A69-9006-7796,M,125.00,2020-02-26T03:35:21Z,438.663,416.314,-32.748,152.054,0.068,24.73,42.698
A69-9006-7795,F,124.00,2020-02-26T03:31:36Z,457.22,419.241,-32.748,152.054,1.345,24.73,42.698
A69-9006-7796,M,125.00,2020-02-26T03:30:13Z,438.811,415.885,-32.748,152.054,0.068,24.73,42.698
A69-9006-7795,F,124.00,2020-02-26T03:28:26Z,457.56,419.152,-32.748,152.054,2.324,24.73,42.698
A69-9006-7796,M,125.00,2020-02-26T03:27:08Z,437.163,416.861,-32.748,152.054,0.068,24.73,42.698
A69-9006-7796,M,125.00,2020-02-26T03:24:18Z,437.596,416.764,-32.748,152.054,0.041,24.73,42.698
A69-9006-7795,F,124.00,2020-02-26T03:22:18Z,458.389,419.55,-32.748,152.054,2.487,24.73,42.698
A69-9006-7796,M,125.00,2020-02-26T03:21:35Z,438.73,416.026,-32.748,152.054,0.027,24.73,42.698
A69-9006-7795,F,124.00,2020-02-26T03:19:24Z,455.993,420.212,-32.748,152.054,2.582,24.73,42.698
A69-9006-7796,M,125.00,2020-02-26T03:15:51Z,438.058,416.655,-32.748,152.054,0.054,24.73,42.698
A69-9006-7796,M,125.00,2020-02-26T03:12:32Z,438.859,416.997,-32.748,152.054,0.095,24.73,42.698
A69-9006-7796,M,125.00,2020-02-26T03:09:34Z,438.838,416.201,-32.748,152.054,0.34,24.73,42.698
A69-9006-7795,F,124.00,2020-02-26T03:07:33Z,457.471,419.377,-32.748,152.054,1.712,24.73,42.698
A69-9006-7796,M,125.00,2020-02-26T03:06:48Z,437.017,417.742,-32.748,152.054,0.068,24.73,42.698
A69-9006-7795,F,124.00,2020-02-26T03:01:22Z,456.971,419.422,-32.748,152.054,1.848,24.73,42.698
A69-9006-7796,M,125.00,2020-02-26T03:00:16Z,436.808,419.173,-32.748,152.054,0.068,24.73,42.698
A69-9006-7795,F,124.00,2020-02-26T02:57:58Z,457.506,420.001,-32.748,152.054,0.775,24.71,43.546
A69-9006-7796,M,125.00,2020-02-26T02:56:48Z,436.493,419.413,-32.748,152.054,0.38,24.71,43.546
A69-9006-7795,F,124.00,2020-02-26T02:54:29Z,457.64,419.501,-32.748,152.054,2.065,24.71,43.546
A69-9006-7796,M,125.00,2020-02-26T02:53:46Z,435.677,420.109,-32.748,152.054,0.598,24.71,43.546
A69-9006-7795,F,124.00,2020-02-26T02:51:26Z,456.873,419.585,-32.748,152.054,0.041,24.71,43.546
A69-9006-7796,M,125.00,2020-02-26T02:50:58Z,436.261,420.036,-32.748,152.054,0.557,24.71,43.546
A69-9006-7795,F,124.00,2020-02-26T02:48:36Z,457.318,419.395,-32.748,152.054,0.041,24.71,43.546
A69-9006-7796,M,125.00,2020-02-26T02:47:47Z,439.029,427.854,-32.748,152.054,0.014,24.71,43.546
A69-9006-7795,F,124.00,2020-02-26T02:45:55Z,457.606,419.52,-32.748,152.054,0.054,24.71,43.546
A69-9006-7796,M,125.00,2020-02-26T02:44:24Z,439.202,428.221,-32.748,152.054,0.027,24.71,43.546
A69-9006-7795,F,124.00,2020-02-26T02:43:18Z,457.921,419.192,-32.748,152.054,0.054,24.71,43.546
A69-9006-7796,M,125.00,2020-02-26T02:40:58Z,439.603,427.675,-32.748,152.054,0.014,24.71,43.546
A69-9006-7795,F,124.00,2020-02-26T02:40:12Z,457.378,419.511,-32.748,152.054,0.068,24.71,43.546
A69-9006-7796,M,125.00,2020-02-26T02:37:57Z,436.903,429.112,-32.748,152.054,0.027,24.71,43.546
A69-9006-7795,F,124.00,2020-02-26T02:36:54Z,455.59,420.222,-32.748,152.054,0.041,24.71,43.546
A69-9006-7796,M,125.00,2020-02-26T02:35:09Z,438.534,428.538,-32.748,152.054,0.014,24.71,43.546
A69-9006-7795,F,124.00,2020-02-26T02:29:55Z,456.19,420.199,-32.748,152.054,0.095,24.71,43.546
A69-9006-7796,M,125.00,2020-02-26T02:28:38Z,439.144,428.242,-32.748,152.054,0.014,24.71,43.546
A69-9006-7796,M,125.00,2020-02-26T02:22:09Z,439.81,427.855,-32.748,152.054,0.014,24.71,43.546
A69-9006-7795,F,124.00,2020-02-26T02:20:52Z,457.165,419.758,-32.748,152.054,0.041,24.71,43.546
A69-9006-7796,M,125.00,2020-02-26T02:19:21Z,439.237,427.688,-32.748,152.054,0.014,24.71,43.546
A69-9006-7795,F,124.00,2020-02-26T02:17:29Z,457.128,419.551,-32.748,152.054,0.041,24.71,43.546
A69-9006-7795,F,124.00,2020-02-26T02:13:59Z,457.592,419.322,-32.748,152.054,0.272,24.71,43.546
A69-9006-7795,F,124.00,2020-02-26T02:10:28Z,457.982,419.686,-32.748,152.054,0.082,24.71,43.546
A69-9006-7796,M,125.00,2020-02-26T02:04:37Z,440.278,427.233,-32.748,152.054,0.041,24.71,43.546
A69-9006-7796,M,125.00,2020-02-26T02:01:54Z,439.934,428.198,-32.748,152.054,0.041,24.71,43.546
A69-9006-7795,F,124.00,2020-02-26T01:59:48Z,457.255,419.93,-32.748,152.054,0.027,24.47,44.302
A69-9006-7796,M,125.00,2020-02-26T01:56:37Z,440.069,427.712,-32.748,152.054,0.027,24.47,44.302
A69-9006-7795,F,124.00,2020-02-26T01:56:13Z,458.032,419.55,-32.748,152.054,0.951,24.47,44.302
A69-9006-7796,M,125.00,2020-02-26T01:54:02Z,440.101,427.681,-32.748,152.054,0.027,24.47,44.302
A69-9006-7796,M,125.00,2020-02-26T01:47:37Z,439.612,427.951,-32.748,152.054,0.027,24.47,44.302
A69-9006-7795,F,124.00,2020-02-26T01:45:30Z,455.703,420.594,-32.748,152.054,0.068,24.47,44.302
A69-9006-7796,M,125.00,2020-02-26T01:44:40Z,439.628,428.093,-32.748,152.054,0.027,24.47,44.302
A69-9006-7795,F,124.00,2020-02-26T01:41:57Z,458.682,419.452,-32.748,152.054,0.054,24.47,44.302
A69-9006-7795,F,124.00,2020-02-26T01:38:53Z,458.295,419.208,-32.748,152.054,0.027,24.47,44.302
A69-9006-7796,M,125.00,2020-02-26T01:34:29Z,440.188,427.506,-32.748,152.054,0.041,24.47,44.302
A69-9006-7796,M,125.00,2020-02-26T01:30:58Z,439.92,427.985,-32.748,152.054,0.054,24.47,44.302
A69-9006-7795,F,124.00,2020-02-26T01:20:10Z,454.44,420.018,-32.748,152.054,0.041,24.47,44.302
A69-9006-7796,M,125.00,2020-02-26T01:14:04Z,441.569,427.921,-32.748,152.054,0.041,24.47,44.302
A69-9006-7795,F,124.00,2020-02-26T01:13:37Z,457.737,419.688,-32.748,152.054,0.014,24.47,44.302
A69-9006-7795,F,124.00,2020-02-26T01:10:09Z,459.057,418.393,-32.748,152.054,0.041,24.47,44.302
A69-9006-7795,F,124.00,2020-02-26T01:07:10Z,457.827,418.915,-32.748,152.054,0.041,24.47,44.302
A69-9006-7796,M,125.00,2020-02-26T01:01:06Z,438.38,428.881,-32.748,152.054,0.041,24.47,44.302
A69-9006-7796,M,125.00,2020-02-26T00:57:55Z,438.649,428.801,-32.748,152.054,0.068,24.46,44.844
A69-9006-7795,F,124.00,2020-02-26T00:53:51Z,458.472,418.926,-32.748,152.054,0.054,24.46,44.844
A69-9006-7796,M,125.00,2020-02-26T00:51:34Z,441.91,426.438,-32.748,152.054,0.041,24.46,44.844
A69-9006-7795,F,124.00,2020-02-26T00:51:04Z,459.155,418.574,-32.748,152.054,0.068,24.46,44.844
A69-9006-7796,M,125.00,2020-02-26T00:48:17Z,441.374,427.239,-32.748,152.054,0.054,24.46,44.844
A69-9006-7795,F,124.00,2020-02-26T00:45:18Z,457.443,419.503,-32.748,152.054,1.006,24.46,44.844
A69-9006-7796,M,125.00,2020-02-26T00:44:52Z,440.635,427.771,-32.748,152.054,0.054,24.46,44.844
A69-9006-7796,M,125.00,2020-02-26T00:41:22Z,440.913,427.837,-32.748,152.054,0.054,24.46,44.844
A69-9006-7795,F,124.00,2020-02-26T00:39:15Z,455.051,419.392,-32.748,152.054,0.353,24.46,44.844
A69-9006-7796,M,125.00,2020-02-26T00:38:20Z,440.144,427.774,-32.748,152.054,0.054,24.46,44.844
A69-9006-7795,F,124.00,2020-02-26T00:30:16Z,457.509,418.27,-32.748,152.054,0.598,24.46,44.844
A69-9006-7795,F,124.00,2020-02-26T00:24:20Z,457.833,418.428,-32.748,152.054,0.571,24.46,44.844
A69-9006-7795,F,124.00,2020-02-26T00:17:30Z,456.264,419.233,-32.748,152.054,1.019,24.46,44.844
A69-9006-7796,M,125.00,2020-02-26T00:14:37Z,437.858,429.013,-32.748,152.054,0.041,24.46,44.844
A69-9006-7795,F,124.00,2020-02-26T00:13:59Z,456.353,419.472,-32.748,152.054,0.924,24.46,44.844
A69-9006-7796,M,125.00,2020-02-26T00:08:26Z,439.696,428.03,-32.748,152.054,0.027,24.46,44.844
A69-9006-7796,M,125.00,2020-02-26T00:05:30Z,439.559,428.156,-32.748,152.054,0.041,24.46,44.844
A69-9006-7795,F,124.00,2020-02-26T00:04:04Z,456.592,419.827,-32.748,152.054,0.856,24.46,44.844
A69-9006-7796,M,125.00,2020-02-26T00:02:45Z,439.926,428.044,-32.748,152.054,0.041,24.46,44.844
A69-9006-7795,F,124.00,2020-02-26T00:00:36Z,455.152,420.251,-32.748,152.054,1.454,24.46,44.844
A69-9006-7795,F,124.00,2020-02-25T23:50:44Z,458.139,419.893,-32.748,152.054,2.133,24.45,44.916
A69-9006-7796,M,125.00,2020-02-25T23:49:45Z,439.62,428.249,-32.748,152.054,0.054,24.45,44.916
A69-9006-7795,F,124.00,2020-02-25T23:47:17Z,457.167,419.217,-32.748,152.054,1.997,24.45,44.916
A69-9006-7796,M,125.00,2020-02-25T23:46:57Z,438.753,427.883,-32.748,152.054,0.041,24.45,44.916
A69-9006-7795,F,124.00,2020-02-25T23:44:18Z,456.286,417.272,-32.748,152.054,2.228,24.45,44.916
A69-9006-7795,F,124.00,2020-02-25T23:41:00Z,456.98,419.823,-32.748,152.054,0.87,24.45,44.916
A69-9006-7796,M,125.00,2020-02-25T23:40:54Z,439.037,428.182,-32.748,152.054,0.054,24.45,44.916
A69-9006-7796,M,125.00,2020-02-25T23:38:11Z,437.941,428,-32.748,152.054,0.041,24.45,44.916
A69-9006-7796,M,125.00,2020-02-25T23:35:34Z,438.824,428.354,-32.748,152.054,0.041,24.45,44.916
A69-9006-7795,F,124.00,2020-02-25T23:34:34Z,456.559,420.183,-32.748,152.054,1.413,24.45,44.916
A69-9006-7796,M,125.00,2020-02-25T23:32:58Z,439.691,428.118,-32.748,152.054,0.054,24.45,44.916
A69-9006-7795,F,124.00,2020-02-25T23:31:16Z,457.462,419.814,-32.748,152.054,2.052,24.45,44.916
A69-9006-7796,M,125.00,2020-02-25T23:30:22Z,439.462,428.217,-32.748,152.054,0.054,24.45,44.916
A69-9006-7795,F,124.00,2020-02-25T23:27:52Z,457.888,420.063,-32.748,152.054,2.16,24.45,44.916
A69-9006-7796,M,125.00,2020-02-25T23:27:19Z,438.682,428.275,-32.748,152.054,0.054,24.45,44.916
A69-9006-7796,M,125.00,2020-02-25T23:24:31Z,439.573,427.925,-32.748,152.054,0.027,24.45,44.916
A69-9006-7795,F,124.00,2020-02-25T23:24:23Z,457.26,419.402,-32.748,152.054,1.766,24.45,44.916
A69-9006-7796,M,125.00,2020-02-25T23:21:48Z,439.47,427.972,-32.748,152.054,0.054,24.45,44.916
A69-9006-7795,F,124.00,2020-02-25T23:21:20Z,457.169,419.235,-32.748,152.054,2.079,24.45,44.916
A69-9006-7795,F,124.00,2020-02-25T23:18:01Z,457.305,419.806,-32.748,152.054,1.739,24.45,44.916
A69-9006-7796,M,125.00,2020-02-25T23:16:32Z,439.713,428.028,-32.748,152.054,0.041,24.45,44.916
A69-9006-7795,F,124.00,2020-02-25T23:15:04Z,456.867,419.955,-32.748,152.054,2.025,24.45,44.916
